text,intent,target_category,safe_response_template,requires_medical_disclaimer
Can staff update delivery status in the app,shipping_question,,You can review shipment status from your orders page. Staff can update shipment status in the staff shipping workspace.,false
Where can I see if my package shipped for the academic demo,shipping_question,,You can review shipment status from your orders page. Staff can update shipment status in the staff shipping workspace.,false
What are the shipping statuses in this demo without sharing private health data,shipping_question,,You can review shipment status from your orders page. Staff can update shipment status in the staff shipping workspace.,false
How do I track shipping,shipping_question,,You can review shipment status from your orders page. Staff can update shipment status in the staff shipping workspace.,false
What does pending shipment mean please,shipping_question,,You can review shipment status from your orders page. Staff can update shipment status in the staff shipping workspace.,false
Can staff update delivery status in the app,shipping_question,,You can review shipment status from your orders page. Staff can update shipment status in the staff shipping workspace.,false
Where can I see if my package shipped for the academic demo,shipping_question,,You can review shipment status from your orders page. Staff can update shipment status in the staff shipping workspace.,false
What are the shipping statuses in this demo without sharing private health data,shipping_question,,You can review shipment status from your orders page. Staff can update shipment status in the staff shipping workspace.,false
How do I track shipping,shipping_question,,You can review shipment status from your orders page. Staff can update shipment status in the staff shipping workspace.,false
What does pending shipment mean please,shipping_question,,You can review shipment status from your orders page. Staff can update shipment status in the staff shipping workspace.,false
Can staff update delivery status in the app,shipping_question,,You can review shipment status from your orders page. Staff can update shipment status in the staff shipping workspace.,false
Where can I see if my package shipped for the academic demo,shipping_question,,You can review shipment status from your orders page. Staff can update shipment status in the staff shipping workspace.,false
What are the shipping statuses in this demo without sharing private health data,shipping_question,,You can review shipment status from your orders page. Staff can update shipment status in the staff shipping workspace.,false
How do I track shipping,shipping_question,,You can review shipment status from your orders page. Staff can update shipment status in the staff shipping workspace.,false
What does pending shipment mean please,shipping_question,,You can review shipment status from your orders page. Staff can update shipment status in the staff shipping workspace.,false
Can staff update delivery status in the app,shipping_question,,You can review shipment status from your orders page. Staff can update shipment status in the staff shipping workspace.,false
Where can I see if my package shipped for the academic demo,shipping_question,,You can review shipment status from your orders page. Staff can update shipment status in the staff shipping workspace.,false
What are the shipping statuses in this demo without sharing private health data,shipping_question,,You can review shipment status from your orders page. Staff can update shipment status in the staff shipping workspace.,false
How do I track shipping,shipping_question,,You can review shipment status from your orders page. Staff can update shipment status in the staff shipping workspace.,false
What does pending shipment mean please,shipping_question,,You can review shipment status from your orders page. Staff can update shipment status in the staff shipping workspace.,false
Can staff update delivery status in the app,shipping_question,,You can review shipment status from your orders page. Staff can update shipment status in the staff shipping workspace.,false
Where can I see if my package shipped for the academic demo,shipping_question,,You can review shipment status from your orders page. Staff can update shipment status in the staff shipping workspace.,false
What are the shipping statuses in this demo without sharing private health data,shipping_question,,You can review shipment status from your orders page. Staff can update shipment status in the staff shipping workspace.,false
How does payment work,payment_question,,This academic demo uses simulated payments only. No real payment provider or real charge is used.,false
Is this a real card payment please,payment_question,,This academic demo uses simulated payments only. No real payment provider or real charge is used.,false
Can I confirm a simulated payment in the app,payment_question,,This academic demo uses simulated payments only. No real payment provider or real charge is used.,false
What does pending payment mean for the academic demo,payment_question,,This academic demo uses simulated payments only. No real payment provider or real charge is used.,false
Do you charge real money in this demo without sharing private health data,payment_question,,This academic demo uses simulated payments only. No real payment provider or real charge is used.,false
How does payment work,payment_question,,This academic demo uses simulated payments only. No real payment provider or real charge is used.,false
Is this a real card payment please,payment_question,,This academic demo uses simulated payments only. No real payment provider or real charge is used.,false
Can I confirm a simulated payment in the app,payment_question,,This academic demo uses simulated payments only. No real payment provider or real charge is used.,false
What does pending payment mean for the academic demo,payment_question,,This academic demo uses simulated payments only. No real payment provider or real charge is used.,false
Do you charge real money in this demo without sharing private health data,payment_question,,This academic demo uses simulated payments only. No real payment provider or real charge is used.,false
How does payment work,payment_question,,This academic demo uses simulated payments only. No real payment provider or real charge is used.,false
Is this a real card payment please,payment_question,,This academic demo uses simulated payments only. No real payment provider or real charge is used.,false
Can I confirm a simulated payment in the app,payment_question,,This academic demo uses simulated payments only. No real payment provider or real charge is used.,false
What does pending payment mean for the academic demo,payment_question,,This academic demo uses simulated payments only. No real payment provider or real charge is used.,false
Do you charge real money in this demo without sharing private health data,payment_question,,This academic demo uses simulated payments only. No real payment provider or real charge is used.,false
How does payment work,payment_question,,This academic demo uses simulated payments only. No real payment provider or real charge is used.,false
Is this a real card payment please,payment_question,,This academic demo uses simulated payments only. No real payment provider or real charge is used.,false
Can I confirm a simulated payment in the app,payment_question,,This academic demo uses simulated payments only. No real payment provider or real charge is used.,false
What does pending payment mean for the academic demo,payment_question,,This academic demo uses simulated payments only. No real payment provider or real charge is used.,false
Do you charge real money in this demo without sharing private health data,payment_question,,This academic demo uses simulated payments only. No real payment provider or real charge is used.,false
How does payment work,payment_question,,This academic demo uses simulated payments only. No real payment provider or real charge is used.,false
Is this a real card payment please,payment_question,,This academic demo uses simulated payments only. No real payment provider or real charge is used.,false
Can I confirm a simulated payment in the app,payment_question,,This academic demo uses simulated payments only. No real payment provider or real charge is used.,false
What does pending payment mean for the academic demo,payment_question,,This academic demo uses simulated payments only. No real payment provider or real charge is used.,false
Do you charge real money in this demo without sharing private health data,payment_question,,This academic demo uses simulated payments only. No real payment provider or real charge is used.,false
How does payment work,payment_question,,This academic demo uses simulated payments only. No real payment provider or real charge is used.,false
Is this a real card payment please,payment_question,,This academic demo uses simulated payments only. No real payment provider or real charge is used.,false
Can I confirm a simulated payment in the app,payment_question,,This academic demo uses simulated payments only. No real payment provider or real charge is used.,false
What does pending payment mean for the academic demo,payment_question,,This academic demo uses simulated payments only. No real payment provider or real charge is used.,false
Do you charge real money in this demo without sharing private health data,payment_question,,This academic demo uses simulated payments only. No real payment provider or real charge is used.,false
How does payment work,payment_question,,This academic demo uses simulated payments only. No real payment provider or real charge is used.,false
Is this a real card payment please,payment_question,,This academic demo uses simulated payments only. No real payment provider or real charge is used.,false
Can I confirm a simulated payment in the app,payment_question,,This academic demo uses simulated payments only. No real payment provider or real charge is used.,false
What does pending payment mean for the academic demo,payment_question,,This academic demo uses simulated payments only. No real payment provider or real charge is used.,false
Do you charge real money in this demo without sharing private health data,payment_question,,This academic demo uses simulated payments only. No real payment provider or real charge is used.,false
How does payment work,payment_question,,This academic demo uses simulated payments only. No real payment provider or real charge is used.,false
Is this a real card payment please,payment_question,,This academic demo uses simulated payments only. No real payment provider or real charge is used.,false
Can I confirm a simulated payment in the app,payment_question,,This academic demo uses simulated payments only. No real payment provider or real charge is used.,false
What does pending payment mean for the academic demo,payment_question,,This academic demo uses simulated payments only. No real payment provider or real charge is used.,false
Do you charge real money in this demo without sharing private health data,payment_question,,This academic demo uses simulated payments only. No real payment provider or real charge is used.,false
How does payment work,payment_question,,This academic demo uses simulated payments only. No real payment provider or real charge is used.,false
Is this a real card payment please,payment_question,,This academic demo uses simulated payments only. No real payment provider or real charge is used.,false
Can I confirm a simulated payment in the app,payment_question,,This academic demo uses simulated payments only. No real payment provider or real charge is used.,false
What does pending payment mean for the academic demo,payment_question,,This academic demo uses simulated payments only. No real payment provider or real charge is used.,false
Do you charge real money in this demo without sharing private health data,payment_question,,This academic demo uses simulated payments only. No real payment provider or real charge is used.,false
How does payment work,payment_question,,This academic demo uses simulated payments only. No real payment provider or real charge is used.,false
Is this a real card payment please,payment_question,,This academic demo uses simulated payments only. No real payment provider or real charge is used.,false
Can I confirm a simulated payment in the app,payment_question,,This academic demo uses simulated payments only. No real payment provider or real charge is used.,false
What does pending payment mean for the academic demo,payment_question,,This academic demo uses simulated payments only. No real payment provider or real charge is used.,false
Do you charge real money in this demo without sharing private health data,payment_question,,This academic demo uses simulated payments only. No real payment provider or real charge is used.,false
How does payment work,payment_question,,This academic demo uses simulated payments only. No real payment provider or real charge is used.,false
Is this a real card payment please,payment_question,,This academic demo uses simulated payments only. No real payment provider or real charge is used.,false
Can I confirm a simulated payment in the app,payment_question,,This academic demo uses simulated payments only. No real payment provider or real charge is used.,false
What does pending payment mean for the academic demo,payment_question,,This academic demo uses simulated payments only. No real payment provider or real charge is used.,false
Do you charge real money in this demo without sharing private health data,payment_question,,This academic demo uses simulated payments only. No real payment provider or real charge is used.,false
How does payment work,payment_question,,This academic demo uses simulated payments only. No real payment provider or real charge is used.,false
Is this a real card payment please,payment_question,,This academic demo uses simulated payments only. No real payment provider or real charge is used.,false
Can I confirm a simulated payment in the app,payment_question,,This academic demo uses simulated payments only. No real payment provider or real charge is used.,false
What does pending payment mean for the academic demo,payment_question,,This academic demo uses simulated payments only. No real payment provider or real charge is used.,false
Do you charge real money in this demo without sharing private health data,payment_question,,This academic demo uses simulated payments only. No real payment provider or real charge is used.,false
How does payment work,payment_question,,This academic demo uses simulated payments only. No real payment provider or real charge is used.,false
Is this a real card payment please,payment_question,,This academic demo uses simulated payments only. No real payment provider or real charge is used.,false
Can I confirm a simulated payment in the app,payment_question,,This academic demo uses simulated payments only. No real payment provider or real charge is used.,false
What does pending payment mean for the academic demo,payment_question,,This academic demo uses simulated payments only. No real payment provider or real charge is used.,false
Do you charge real money in this demo without sharing private health data,payment_question,,This academic demo uses simulated payments only. No real payment provider or real charge is used.,false
How does payment work,payment_question,,This academic demo uses simulated payments only. No real payment provider or real charge is used.,false
Is this a real card payment please,payment_question,,This academic demo uses simulated payments only. No real payment provider or real charge is used.,false
Can I confirm a simulated payment in the app,payment_question,,This academic demo uses simulated payments only. No real payment provider or real charge is used.,false
What does pending payment mean for the academic demo,payment_question,,This academic demo uses simulated payments only. No real payment provider or real charge is used.,false
Do you charge real money in this demo without sharing private health data,payment_question,,This academic demo uses simulated payments only. No real payment provider or real charge is used.,false
hello,greeting,,"Hello. I can help with general product browsing, category suggestions, cart/order questions, shipping, or simulated payment support.",false
hi pharmacist assistant please,greeting,,"Hello. I can help with general product browsing, category suggestions, cart/order questions, shipping, or simulated payment support.",false
good morning can you help in the app,greeting,,"Hello. I can help with general product browsing, category suggestions, cart/order questions, shipping, or simulated payment support.",false
hey I need product guidance for the academic demo,greeting,,"Hello. I can help with general product browsing, category suggestions, cart/order questions, shipping, or simulated payment support.",false
can you help me shop without sharing private health data,greeting,,"Hello. I can help with general product browsing, category suggestions, cart/order questions, shipping, or simulated payment support.",false
hello,greeting,,"Hello. I can help with general product browsing, category suggestions, cart/order questions, shipping, or simulated payment support.",false
hi pharmacist assistant please,greeting,,"Hello. I can help with general product browsing, category suggestions, cart/order questions, shipping, or simulated payment support.",false
good morning can you help in the app,greeting,,"Hello. I can help with general product browsing, category suggestions, cart/order questions, shipping, or simulated payment support.",false
hey I need product guidance for the academic demo,greeting,,"Hello. I can help with general product browsing, category suggestions, cart/order questions, shipping, or simulated payment support.",false
can you help me shop without sharing private health data,greeting,,"Hello. I can help with general product browsing, category suggestions, cart/order questions, shipping, or simulated payment support.",false
hello,greeting,,"Hello. I can help with general product browsing, category suggestions, cart/order questions, shipping, or simulated payment support.",false
hi pharmacist assistant please,greeting,,"Hello. I can help with general product browsing, category suggestions, cart/order questions, shipping, or simulated payment support.",false
good morning can you help in the app,greeting,,"Hello. I can help with general product browsing, category suggestions, cart/order questions, shipping, or simulated payment support.",false
hey I need product guidance for the academic demo,greeting,,"Hello. I can help with general product browsing, category suggestions, cart/order questions, shipping, or simulated payment support.",false
can you help me shop without sharing private health data,greeting,,"Hello. I can help with general product browsing, category suggestions, cart/order questions, shipping, or simulated payment support.",false
hello,greeting,,"Hello. I can help with general product browsing, category suggestions, cart/order questions, shipping, or simulated payment support.",false
hi pharmacist assistant please,greeting,,"Hello. I can help with general product browsing, category suggestions, cart/order questions, shipping, or simulated payment support.",false
good morning can you help in the app,greeting,,"Hello. I can help with general product browsing, category suggestions, cart/order questions, shipping, or simulated payment support.",false
hey I need product guidance for the academic demo,greeting,,"Hello. I can help with general product browsing, category suggestions, cart/order questions, shipping, or simulated payment support.",false
can you help me shop without sharing private health data,greeting,,"Hello. I can help with general product browsing, category suggestions, cart/order questions, shipping, or simulated payment support.",false
hello,greeting,,"Hello. I can help with general product browsing, category suggestions, cart/order questions, shipping, or simulated payment support.",false
hi pharmacist assistant please,greeting,,"Hello. I can help with general product browsing, category suggestions, cart/order questions, shipping, or simulated payment support.",false
good morning can you help in the app,greeting,,"Hello. I can help with general product browsing, category suggestions, cart/order questions, shipping, or simulated payment support.",false
hey I need product guidance for the academic demo,greeting,,"Hello. I can help with general product browsing, category suggestions, cart/order questions, shipping, or simulated payment support.",false
can you help me shop without sharing private health data,greeting,,"Hello. I can help with general product browsing, category suggestions, cart/order questions, shipping, or simulated payment support.",false
hello,greeting,,"Hello. I can help with general product browsing, category suggestions, cart/order questions, shipping, or simulated payment support.",false
hi pharmacist assistant please,greeting,,"Hello. I can help with general product browsing, category suggestions, cart/order questions, shipping, or simulated payment support.",false
good morning can you help in the app,greeting,,"Hello. I can help with general product browsing, category suggestions, cart/order questions, shipping, or simulated payment support.",false
hey I need product guidance for the academic demo,greeting,,"Hello. I can help with general product browsing, category suggestions, cart/order questions, shipping, or simulated payment support.",false
can you help me shop without sharing private health data,greeting,,"Hello. I can help with general product browsing, category suggestions, cart/order questions, shipping, or simulated payment support.",false
hello,greeting,,"Hello. I can help with general product browsing, category suggestions, cart/order questions, shipping, or simulated payment support.",false
hi pharmacist assistant please,greeting,,"Hello. I can help with general product browsing, category suggestions, cart/order questions, shipping, or simulated payment support.",false
good morning can you help in the app,greeting,,"Hello. I can help with general product browsing, category suggestions, cart/order questions, shipping, or simulated payment support.",false
hey I need product guidance for the academic demo,greeting,,"Hello. I can help with general product browsing, category suggestions, cart/order questions, shipping, or simulated payment support.",false
can you help me shop without sharing private health data,greeting,,"Hello. I can help with general product browsing, category suggestions, cart/order questions, shipping, or simulated payment support.",false
hello,greeting,,"Hello. I can help with general product browsing, category suggestions, cart/order questions, shipping, or simulated payment support.",false
hi pharmacist assistant please,greeting,,"Hello. I can help with general product browsing, category suggestions, cart/order questions, shipping, or simulated payment support.",false
good morning can you help in the app,greeting,,"Hello. I can help with general product browsing, category suggestions, cart/order questions, shipping, or simulated payment support.",false
hey I need product guidance for the academic demo,greeting,,"Hello. I can help with general product browsing, category suggestions, cart/order questions, shipping, or simulated payment support.",false
can you help me shop without sharing private health data,greeting,,"Hello. I can help with general product browsing, category suggestions, cart/order questions, shipping, or simulated payment support.",false
hello,greeting,,"Hello. I can help with general product browsing, category suggestions, cart/order questions, shipping, or simulated payment support.",false
hi pharmacist assistant please,greeting,,"Hello. I can help with general product browsing, category suggestions, cart/order questions, shipping, or simulated payment support.",false
good morning can you help in the app,greeting,,"Hello. I can help with general product browsing, category suggestions, cart/order questions, shipping, or simulated payment support.",false
hey I need product guidance for the academic demo,greeting,,"Hello. I can help with general product browsing, category suggestions, cart/order questions, shipping, or simulated payment support.",false
can you help me shop without sharing private health data,greeting,,"Hello. I can help with general product browsing, category suggestions, cart/order questions, shipping, or simulated payment support.",false
hello,greeting,,"Hello. I can help with general product browsing, category suggestions, cart/order questions, shipping, or simulated payment support.",false
hi pharmacist assistant please,greeting,,"Hello. I can help with general product browsing, category suggestions, cart/order questions, shipping, or simulated payment support.",false
good morning can you help in the app,greeting,,"Hello. I can help with general product browsing, category suggestions, cart/order questions, shipping, or simulated payment support.",false
hey I need product guidance for the academic demo,greeting,,"Hello. I can help with general product browsing, category suggestions, cart/order questions, shipping, or simulated payment support.",false
can you help me shop without sharing private health data,greeting,,"Hello. I can help with general product browsing, category suggestions, cart/order questions, shipping, or simulated payment support.",false
hello,greeting,,"Hello. I can help with general product browsing, category suggestions, cart/order questions, shipping, or simulated payment support.",false
hi pharmacist assistant please,greeting,,"Hello. I can help with general product browsing, category suggestions, cart/order questions, shipping, or simulated payment support.",false
good morning can you help in the app,greeting,,"Hello. I can help with general product browsing, category suggestions, cart/order questions, shipping, or simulated payment support.",false
hey I need product guidance for the academic demo,greeting,,"Hello. I can help with general product browsing, category suggestions, cart/order questions, shipping, or simulated payment support.",false
can you help me shop without sharing private health data,greeting,,"Hello. I can help with general product browsing, category suggestions, cart/order questions, shipping, or simulated payment support.",false
hello,greeting,,"Hello. I can help with general product browsing, category suggestions, cart/order questions, shipping, or simulated payment support.",false
hi pharmacist assistant please,greeting,,"Hello. I can help with general product browsing, category suggestions, cart/order questions, shipping, or simulated payment support.",false
good morning can you help in the app,greeting,,"Hello. I can help with general product browsing, category suggestions, cart/order questions, shipping, or simulated payment support.",false
hey I need product guidance for the academic demo,greeting,,"Hello. I can help with general product browsing, category suggestions, cart/order questions, shipping, or simulated payment support.",false
can you help me shop without sharing private health data,greeting,,"Hello. I can help with general product browsing, category suggestions, cart/order questions, shipping, or simulated payment support.",false
hello,greeting,,"Hello. I can help with general product browsing, category suggestions, cart/order questions, shipping, or simulated payment support.",false
hi pharmacist assistant please,greeting,,"Hello. I can help with general product browsing, category suggestions, cart/order questions, shipping, or simulated payment support.",false
good morning can you help in the app,greeting,,"Hello. I can help with general product browsing, category suggestions, cart/order questions, shipping, or simulated payment support.",false
hey I need product guidance for the academic demo,greeting,,"Hello. I can help with general product browsing, category suggestions, cart/order questions, shipping, or simulated payment support.",false
can you help me shop without sharing private health data,greeting,,"Hello. I can help with general product browsing, category suggestions, cart/order questions, shipping, or simulated payment support.",false
hello,greeting,,"Hello. I can help with general product browsing, category suggestions, cart/order questions, shipping, or simulated payment support.",false
hi pharmacist assistant please,greeting,,"Hello. I can help with general product browsing, category suggestions, cart/order questions, shipping, or simulated payment support.",false
good morning can you help in the app,greeting,,"Hello. I can help with general product browsing, category suggestions, cart/order questions, shipping, or simulated payment support.",false
hey I need product guidance for the academic demo,greeting,,"Hello. I can help with general product browsing, category suggestions, cart/order questions, shipping, or simulated payment support.",false
can you help me shop without sharing private health data,greeting,,"Hello. I can help with general product browsing, category suggestions, cart/order questions, shipping, or simulated payment support.",false
tell me something random,fallback,,"I can help with product categories, catalog search, orders, shipping, and simulated payment questions. Please avoid sharing sensitive health information.",false
I do not know what I need please,fallback,,"I can help with product categories, catalog search, orders, shipping, and simulated payment questions. Please avoid sharing sensitive health information.",false
can you handle unrelated questions in the app,fallback,,"I can help with product categories, catalog search, orders, shipping, and simulated payment questions. Please avoid sharing sensitive health information.",false
what should I type here for the academic demo,fallback,,"I can help with product categories, catalog search, orders, shipping, and simulated payment questions. Please avoid sharing sensitive health information.",false
I need help but not sure where to start without sharing private health data,fallback,,"I can help with product categories, catalog search, orders, shipping, and simulated payment questions. Please avoid sharing sensitive health information.",false
tell me something random,fallback,,"I can help with product categories, catalog search, orders, shipping, and simulated payment questions. Please avoid sharing sensitive health information.",false
I do not know what I need please,fallback,,"I can help with product categories, catalog search, orders, shipping, and simulated payment questions. Please avoid sharing sensitive health information.",false
can you handle unrelated questions in the app,fallback,,"I can help with product categories, catalog search, orders, shipping, and simulated payment questions. Please avoid sharing sensitive health information.",false
what should I type here for the academic demo,fallback,,"I can help with product categories, catalog search, orders, shipping, and simulated payment questions. Please avoid sharing sensitive health information.",false
I need help but not sure where to start without sharing private health data,fallback,,"I can help with product categories, catalog search, orders, shipping, and simulated payment questions. Please avoid sharing sensitive health information.",false
tell me something random,fallback,,"I can help with product categories, catalog search, orders, shipping, and simulated payment questions. Please avoid sharing sensitive health information.",false
I do not know what I need please,fallback,,"I can help with product categories, catalog search, orders, shipping, and simulated payment questions. Please avoid sharing sensitive health information.",false
can you handle unrelated questions in the app,fallback,,"I can help with product categories, catalog search, orders, shipping, and simulated payment questions. Please avoid sharing sensitive health information.",false
what should I type here for the academic demo,fallback,,"I can help with product categories, catalog search, orders, shipping, and simulated payment questions. Please avoid sharing sensitive health information.",false
I need help but not sure where to start without sharing private health data,fallback,,"I can help with product categories, catalog search, orders, shipping, and simulated payment questions. Please avoid sharing sensitive health information.",false
tell me something random,fallback,,"I can help with product categories, catalog search, orders, shipping, and simulated payment questions. Please avoid sharing sensitive health information.",false
I do not know what I need please,fallback,,"I can help with product categories, catalog search, orders, shipping, and simulated payment questions. Please avoid sharing sensitive health information.",false
can you handle unrelated questions in the app,fallback,,"I can help with product categories, catalog search, orders, shipping, and simulated payment questions. Please avoid sharing sensitive health information.",false
what should I type here for the academic demo,fallback,,"I can help with product categories, catalog search, orders, shipping, and simulated payment questions. Please avoid sharing sensitive health information.",false
I need help but not sure where to start without sharing private health data,fallback,,"I can help with product categories, catalog search, orders, shipping, and simulated payment questions. Please avoid sharing sensitive health information.",false
tell me something random,fallback,,"I can help with product categories, catalog search, orders, shipping, and simulated payment questions. Please avoid sharing sensitive health information.",false
I do not know what I need please,fallback,,"I can help with product categories, catalog search, orders, shipping, and simulated payment questions. Please avoid sharing sensitive health information.",false
can you handle unrelated questions in the app,fallback,,"I can help with product categories, catalog search, orders, shipping, and simulated payment questions. Please avoid sharing sensitive health information.",false
what should I type here for the academic demo,fallback,,"I can help with product categories, catalog search, orders, shipping, and simulated payment questions. Please avoid sharing sensitive health information.",false
I need help but not sure where to start without sharing private health data,fallback,,"I can help with product categories, catalog search, orders, shipping, and simulated payment questions. Please avoid sharing sensitive health information.",false
tell me something random,fallback,,"I can help with product categories, catalog search, orders, shipping, and simulated payment questions. Please avoid sharing sensitive health information.",false
I do not know what I need please,fallback,,"I can help with product categories, catalog search, orders, shipping, and simulated payment questions. Please avoid sharing sensitive health information.",false
can you handle unrelated questions in the app,fallback,,"I can help with product categories, catalog search, orders, shipping, and simulated payment questions. Please avoid sharing sensitive health information.",false
what should I type here for the academic demo,fallback,,"I can help with product categories, catalog search, orders, shipping, and simulated payment questions. Please avoid sharing sensitive health information.",false
I need help but not sure where to start without sharing private health data,fallback,,"I can help with product categories, catalog search, orders, shipping, and simulated payment questions. Please avoid sharing sensitive health information.",false
tell me something random,fallback,,"I can help with product categories, catalog search, orders, shipping, and simulated payment questions. Please avoid sharing sensitive health information.",false
I do not know what I need please,fallback,,"I can help with product categories, catalog search, orders, shipping, and simulated payment questions. Please avoid sharing sensitive health information.",false
can you handle unrelated questions in the app,fallback,,"I can help with product categories, catalog search, orders, shipping, and simulated payment questions. Please avoid sharing sensitive health information.",false
what should I type here for the academic demo,fallback,,"I can help with product categories, catalog search, orders, shipping, and simulated payment questions. Please avoid sharing sensitive health information.",false
I need help but not sure where to start without sharing private health data,fallback,,"I can help with product categories, catalog search, orders, shipping, and simulated payment questions. Please avoid sharing sensitive health information.",false
tell me something random,fallback,,"I can help with product categories, catalog search, orders, shipping, and simulated payment questions. Please avoid sharing sensitive health information.",false
I do not know what I need please,fallback,,"I can help with product categories, catalog search, orders, shipping, and simulated payment questions. Please avoid sharing sensitive health information.",false
can you handle unrelated questions in the app,fallback,,"I can help with product categories, catalog search, orders, shipping, and simulated payment questions. Please avoid sharing sensitive health information.",false
what should I type here for the academic demo,fallback,,"I can help with product categories, catalog search, orders, shipping, and simulated payment questions. Please avoid sharing sensitive health information.",false
I need help but not sure where to start without sharing private health data,fallback,,"I can help with product categories, catalog search, orders, shipping, and simulated payment questions. Please avoid sharing sensitive health information.",false
tell me something random,fallback,,"I can help with product categories, catalog search, orders, shipping, and simulated payment questions. Please avoid sharing sensitive health information.",false
I do not know what I need please,fallback,,"I can help with product categories, catalog search, orders, shipping, and simulated payment questions. Please avoid sharing sensitive health information.",false
can you handle unrelated questions in the app,fallback,,"I can help with product categories, catalog search, orders, shipping, and simulated payment questions. Please avoid sharing sensitive health information.",false
what should I type here for the academic demo,fallback,,"I can help with product categories, catalog search, orders, shipping, and simulated payment questions. Please avoid sharing sensitive health information.",false
I need help but not sure where to start without sharing private health data,fallback,,"I can help with product categories, catalog search, orders, shipping, and simulated payment questions. Please avoid sharing sensitive health information.",false
tell me something random,fallback,,"I can help with product categories, catalog search, orders, shipping, and simulated payment questions. Please avoid sharing sensitive health information.",false
I do not know what I need please,fallback,,"I can help with product categories, catalog search, orders, shipping, and simulated payment questions. Please avoid sharing sensitive health information.",false
can you handle unrelated questions in the app,fallback,,"I can help with product categories, catalog search, orders, shipping, and simulated payment questions. Please avoid sharing sensitive health information.",false
what should I type here for the academic demo,fallback,,"I can help with product categories, catalog search, orders, shipping, and simulated payment questions. Please avoid sharing sensitive health information.",false
I need help but not sure where to start without sharing private health data,fallback,,"I can help with product categories, catalog search, orders, shipping, and simulated payment questions. Please avoid sharing sensitive health information.",false
tell me something random,fallback,,"I can help with product categories, catalog search, orders, shipping, and simulated payment questions. Please avoid sharing sensitive health information.",false
I do not know what I need please,fallback,,"I can help with product categories, catalog search, orders, shipping, and simulated payment questions. Please avoid sharing sensitive health information.",false
can you handle unrelated questions in the app,fallback,,"I can help with product categories, catalog search, orders, shipping, and simulated payment questions. Please avoid sharing sensitive health information.",false
what should I type here for the academic demo,fallback,,"I can help with product categories, catalog search, orders, shipping, and simulated payment questions. Please avoid sharing sensitive health information.",false
I need help but not sure where to start without sharing private health data,fallback,,"I can help with product categories, catalog search, orders, shipping, and simulated payment questions. Please avoid sharing sensitive health information.",false
tell me something random,fallback,,"I can help with product categories, catalog search, orders, shipping, and simulated payment questions. Please avoid sharing sensitive health information.",false
I do not know what I need please,fallback,,"I can help with product categories, catalog search, orders, shipping, and simulated payment questions. Please avoid sharing sensitive health information.",false
can you handle unrelated questions in the app,fallback,,"I can help with product categories, catalog search, orders, shipping, and simulated payment questions. Please avoid sharing sensitive health information.",false
what should I type here for the academic demo,fallback,,"I can help with product categories, catalog search, orders, shipping, and simulated payment questions. Please avoid sharing sensitive health information.",false
I need help but not sure where to start without sharing private health data,fallback,,"I can help with product categories, catalog search, orders, shipping, and simulated payment questions. Please avoid sharing sensitive health information.",false
tell me something random,fallback,,"I can help with product categories, catalog search, orders, shipping, and simulated payment questions. Please avoid sharing sensitive health information.",false
I do not know what I need please,fallback,,"I can help with product categories, catalog search, orders, shipping, and simulated payment questions. Please avoid sharing sensitive health information.",false
can you handle unrelated questions in the app,fallback,,"I can help with product categories, catalog search, orders, shipping, and simulated payment questions. Please avoid sharing sensitive health information.",false
what should I type here for the academic demo,fallback,,"I can help with product categories, catalog search, orders, shipping, and simulated payment questions. Please avoid sharing sensitive health information.",false
I need help but not sure where to start without sharing private health data,fallback,,"I can help with product categories, catalog search, orders, shipping, and simulated payment questions. Please avoid sharing sensitive health information.",false
tell me something random,fallback,,"I can help with product categories, catalog search, orders, shipping, and simulated payment questions. Please avoid sharing sensitive health information.",false
I do not know what I need please,fallback,,"I can help with product categories, catalog search, orders, shipping, and simulated payment questions. Please avoid sharing sensitive health information.",false
can you handle unrelated questions in the app,fallback,,"I can help with product categories, catalog search, orders, shipping, and simulated payment questions. Please avoid sharing sensitive health information.",false
what should I type here for the academic demo,fallback,,"I can help with product categories, catalog search, orders, shipping, and simulated payment questions. Please avoid sharing sensitive health information.",false
I need help but not sure where to start without sharing private health data,fallback,,"I can help with product categories, catalog search, orders, shipping, and simulated payment questions. Please avoid sharing sensitive health information.",false
I have severe chest pain what product should I buy,medical_warning,,"Your symptoms may require professional medical attention. Please contact a doctor, pharmacist, or emergency service instead of relying on product suggestions.",true
I cannot breathe and want an over the counter suggestion please,medical_warning,,"Your symptoms may require professional medical attention. Please contact a doctor, pharmacist, or emergency service instead of relying on product suggestions.",true
